Segville,International Airport,airSEG,SEG,air1to,Gate B2,null,,,
Segville,International Airport,airSEG,SEG,air2to,Gate B2,null,,,
Segville,International Airport,airSEG,SEG,air3to,Gate B1,null,,,
Segville,International Airport,airSEG,SEG,air101to,Gate B1,null,,,
Segville,International Airport,airSEG,SEG,air102to,Gate B1,null,,,
Segville,International Airport,airSEG,SEG,air103to,Gate B2,null,,,
Segville,International Airport,airSEG,SEG,air104to,Gate B3,null,,,
Segville,International Airport,airSEG,SEG,air105to,Gate B3,null,,,
Segville,International Airport,airSEG,SEG,air106to,Gate B3,null,,,
Segville,International Airport,airSEG,SEG,air107to,Gate B4,null,,,
Segville,International Airport,airSEG,SEG,air108to,Gate B4,null,,,
Segville,International Airport,airSEG,SEG,air110to,Gate B5,null,,,
Segville,International Airport,airSEG,SEG,air111to,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air112to,Gate B5,null,,,
Segville,International Airport,airSEG,SEG,air113to,Gate C2,null,,,
Segville,International Airport,airSEG,SEG,air114to,Gate C2,null,,,
Segville,International Airport,airSEG,SEG,air115toNBC,Gate C2,null,,,
Segville,International Airport,airSEG,SEG,air116toCWB,Gate C4,null,,,
Segville,International Airport,airSEG,SEG,air117toHND,Gate C4,null,,,
Segville,International Airport,airSEG,SEG,air118toSWH,Gate C6,null,,,
Segville,International Airport,airSEG,SEG,air119toWCA,Gate C6,null,,,
Segville,International Airport,airSEG,SEG,air120toSRX,Gate C8,null,,,
Segville,International Airport,airSEG,SEG,air121toSVA,Gate C8,null,,,
Segville,International Airport,airSEG,SEG,air122toSAN,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air123toPAX,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air124toAIS,Gate C11,null,,,
Segville,International Airport,airSEG,SEG,air125toTFA,Gate C11,null,,,
Segville,International Airport,airSEG,SEG,air126toWYA,Gate C11,null,,,
Segville,International Airport,airSEG,SEG,air127toSUA,Gate C12,null,,,
Segville,International Airport,airSEG,SEG,air128toRAV,Gate C12,null,,,
Segville,International Airport,airSEG,SEG,air129toCFA,Gate C12,null,,,
Segville,International Airport,airSEG,SEG,air130toVIC,Gate C13,null,,,
Segville,International Airport,airSEG,SEG,air131toNWT,Gate C13,null,,,
Segville,International Airport,airSEG,SEG,air132toVCA,Gate C13,null,,,
Segville,International Airport,airSEG,SEG,air133toZRZ,Gate C14,null,,,
Segville,International Airport,airSEG,SEG,air134toPXL,Gate C14,null,,,
Segville,International Airport,airSEG,SEG,air135toFLC,Gate C14,null,,,
Segville,International Airport,airSEG,SEG,air136toSSI,Gate C15,null,,,
Segville,International Airport,airSEG,SEG,air137toVFW,Gate C15,null,,,
Segville,International Airport,airSEG,SEG,air138toLFA,Gate C15,null,,,
Segville,International Airport,airSEG,SEG,air139toMTA,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air140toCHB,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air141toGSM,Gate C16,null,,,
Segville,International Airport,airSEG,SEG,air142toRSA,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air143toKBN,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air144toMSA,Gate C18,null,,,
Segville,International Airport,airSEG,SEG,air145toGBE,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air146toGZA,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air147toMMA,Gate C20,null,,,
Segville,International Airport,airSEG,SEG,air148toHIR,Gate C22,null,,,
Segville,International Airport,airSEG,SEG,air149toCAL,Gate C22,null,,,
Segville,International Airport,airSEG,SEG,air150toCIA,Gate C22,null,,,
Segville,International Airport,airSEG,SEG,air151toKTI,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air152toKTA,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air153toFYA,Gate C24,null,,,
Segville,International Airport,airSEG,SEG,air154toDFM,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air155toMCI,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air156toDHA,Gate C26,null,,,
Segville,International Airport,airSEG,SEG,air157toRVA,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air158toAFK,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air159toKPC,Gate C28,null,,,
Segville,International Airport,airSEG,SEG,air160toCBZ,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,air161toMAX,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,air162toNIL,Gate C30,null,,,
Segville,International Airport,airSEG,SEG,air163toHAM,Gate C7,null,,,
Segville,International Airport,airSEG,SEG,air164toPIA,Cate C7,null,,,
Segville,International Airport,airSEG,SEG,air165toLBX,Gate C7,null,,,
Segville,International Airport,airSEG,SEG,air166toRED,Gate C8,null,,,
Segville,International Airport,airSEG,SEG,air168toMWT,Gate C10,null,,,
Segville,International Airport,airSEG,SEG,air169toNMW,Gate C4,null,,,
Segville,International Airport,airSEG,SEG,air170toMBI,Gate B5,null,,,
Segville,International Airport,airSEG,SEG,air171toYYN,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air172toBRO,Gate C5,null,,,
Segville,International Airport,airSEG,SEG,air173toERZ,Gate B4,null,,,
Segville,International Airport,airSEG,SEG,air174toKWT,Gate C5,null,,,
Segville,International Airport,airSEG,SEG,air175toATM,Gate C9,null,,,
Segville,International Airport,airSEG,SEG,air176toAXB,Gate C5,null,,,
Segville,International Airport,airSEG,SEG,air177toKZH,Gate C3,null,,,
Segville,International Airport,airSEG,SEG,air178toSHI,Gate C1,null,,,
Segville,International Airport,airSEG,SEG,air179toFCE,Gate C1,null,,,
Segville,International Airport,airSEG,SEG,seg1toFYI,Gate C17,null,,,
Segville,International Airport,airSEG,SEG,seg2toDBC,Gate C21,null,,,
Segville,International Airport,airSEG,SEG,seg3toIXM,Gate C23,null,,,
Segville,International Airport,airSEG,SEG,seg4toBFA,Gate C25,null,,,
Segville,International Airport,airSEG,SEG,seg5toMLH,Gate C27,null,,,
Segville,International Airport,airSEG,SEG,seg6toWRA,Gate C29,null,,,
Segville,International Airport,airSEG,SEG,seg7toEIA,Gate B6,null,,,
Segville,International Airport,airSEG,SEG,seg8toRSQ,Gate B7,null,,,
Segville,International Airport,airSEG,SEG,seg9toPRA,Gate C19,null,,,
Segville,International Airport,airSEG,SEG,seg10toVIA,Gate B8,null,,,
Segville,International Airport,airSEG,SEG,seg11toDBI,Gate B9,null,,,
Segville,International Airport,airSEG,SEG,seg12toVEX,Gate C29,null,,,
Segville,International Airport,airSEG,SEG,seg13toPXA,Gate B10,null,,,
Segville,International Airport,airSEG,SEG,wp61toEIA,Gate A8,null,,,
Segville,International Airport,airSEG,SEG,wp117toAIS,Gate D11,null,,,
Segville,International Airport,airSEG,SEG,wp124toMAX,Gate D11,null,,,
,,,,,,,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air1toSEG,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air4toEBI,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air5toWOI,Gate I10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air201toCWI,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air202toFYA,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air203toCIA,Gate C2,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air204toSWH,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air205toGZA,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air206toDBC,Gate C9,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air207toBFA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air208toSUA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air209toWCA,Gate C10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air210toWYA,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air211toTFA,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air212toPAX,Gate C11,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air213toNWT,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air214toMLH,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air215toZRZ,Gate C15,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air216toRAV,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air217toVIC,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air218toAIS,Gate C16,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air219toIXM,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air220toCFA,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air221toHND,Gate C18,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air222toCBZ,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air223toMAX,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air224toNIL,Gate D6,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air225toZAQ,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air226toATC,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air227toAFK,Gate D7,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air228toMSA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air229toMTA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air230toDHA,Gate D8,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air231toRSA,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air232toKBN,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air233toCHB,Gate D10,null,,,
Deadbush,West Mesa International Airport,airWMI,WMI,air234toEEA,Gate D11,null,,,
